ICN,Incident_Date,Date_Stamp,Subject,Country,ISO-3166-2,City,Geocode,Geocode_Anchor,Incident_Group_Type,Summary,Related_Term,Incident_Victims_Dead,Incident_Victims_Hostaged,Incident_Victims_Wounded,Incident_Included_Victims,Weapon,Event_Type,Geocode_Has_Value,Province_State,Assassination,IED,Incident_Day,Incident_Month,Month_Number,Incident_Year
201006662,22-Feb-10,2010-02-22,"Police officers targeted in armed attack in Shah Juy, Zabol, Afghanistan",Afghanistan,AF,Shah Juy,"32.521110,67.415001","Shah Juy, Zabol, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 February 2010, in Shah Juy, Zabol, Afghanistan, assailants fired small arms and rockets upon a police patrol but caused no injuries or damage.  No group claimed responsibility.","patrol, police patrol, rockets, Shah Juy, small arms, Zabol",0,0,0,Yes,"Firearm, Missile/Rocket",Armed Attack,Yes,Zabol,No,No,22,Feb,2,2010
201008984,12-May-10,2010-05-12,"1 contractor, 1 civilian killed, 1 civilian wounded in armed attack by Taliban in Sorubay, Kabol, Afghanistan",Afghanistan,AF,Sorubay,"34.591389,69.756111","Sarowbi, Kabul, Afghanistan,",Islamic Extremist (Sunni),"On 12 May 2010, in Sorubay, Kabol, Afghanistan, assailants fired a rocket-propelled grenade (RPG) at a tanker carrying fuel for North Atlantic Treaty Organization (NATO) forces, killing the Pakistani driver and one civilian, wounding one civilian, and damaging the tanker and one civilian vehicle.  The Taliban claimed responsibility.","civilian vehicle, driver, fuel, NATO, North Atlantic Treaty Organization, propelled grenades, Sorubay, tanker",2,0,1,Yes,RPG,Armed Attack,Yes,Kabol,No,No,12,May,5,2010
201007566,23-Mar-10,2010-03-23,"1 road construction vehicle damaged in IED attack in Wazah Jadran, Paktia, Afghanistan",Afghanistan,AF,Wazah Jadran,"33.365276,69.434166","Barah Waze, Paktia, Afghanistan,",Islamic Extremist (Sunni),"On 23 March 2010, in Wazah Jadran, Paktia, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a road construction vehicle, damaging the vehicle but causing no injuries.  No group claimed responsibility.","construction, construction vehicles, Paktia, road, road construction, road construction vehicle, Wazah Jadran",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Paktia,No,Yes,23,Mar,3,2010
201008857,1-May-10,2010-05-01,"1 police officer wounded in armed attack by suspected Taliban in Darqad, Takhar, Afghanistan",Afghanistan,AF,Darqad,"37.385277,69.459442","Darqad, Takhar, Afghanistan,",Islamic Extremist (Sunni),"On 1 May 2010, in Darqad, Takhar, Afghanistan, assailants fired on a police checkpoint, wounding one police officer and damaging the checkpoint.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","checkpoint, Darqad, police, police checkpoint, Takhar, Taliban",0,0,1,Yes,Firearm,Armed Attack,Yes,Takhar,No,No,1,May,5,2010
201008189,17-Apr-10,2010-04-17,"4 contractors kidnapped in Marah Warah, Konar, Afghanistan",Afghanistan,AF,Marah Warah,"34.890556,71.181114","Marahwarah, Konar, Afghanistan,",Islamic Extremist (Sunni),"On 17 April 2010, in Marah Warah, Konar, Afghanistan, assailants kidnapped four employees of a demining agency.  On 18 April 2010, the victims were released.  No group claimed responsibility.","agency, April, Konar, Marah Warah",0,4,0,Yes,Unknown,Kidnapping,Yes,Konar,No,No,17,Apr,4,2010
201013009,13-Aug-10,2010-08-13,"Unknown target in IED attack by suspected Taliban in Shamal Zay, Zabol, Afghanistan",Afghanistan,AF,Shamal Zay,"31.909166,67.646668","`Alaqahdari Shamulzai, Zabol, Afghanistan,",Islamic Extremist (Sunni),"On 13 August 2010, in the afternoon, in Shamal Zay, Zabol, Afghanistan, assailants detonated an improvised explosive device (IED) against an unknown target, causing no injuries or damage.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","afternoon, Shamal Zay, Taliban, targeting, unknown target, Zabol",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Zabol,No,Yes,13,Aug,8,2010
201013032,20-Aug-10,2010-08-20,"Police targeted in armed attack in Kandahar, Kandahar, Afghanistan",Afghanistan,AF,Kandahar,"31.612499,65.709442","Kandahar, Kandahar, Afghanistan,",Islamic Extremist (Sunni),"On 20 August 2010, in the night, in Kandahar, Kandahar, Afghanistan, armed assailants fired on a police patrol at their post but caused no injuries or damage. No group claimed responsibility.","Kandahar, night, patrol, police patrol, post",0,0,0,Yes,Firearm,Armed Attack,Yes,Kandahar,No,No,20,Aug,8,2010
201014320,18-Sep-10,2010-09-18,"1 government employee injured in IED attack in Kabul, Afghanistan",Afghanistan,AF,Kabul,"34.516666,69.183334","Kabul, Kabul, Afghanistan,",Islamic Extremist (Sunni),"On 18 September 2010, at 6:00 AM, in Pul-i-Hasan Gosala, Kabul, Kabol, Afghanistan, assailants detonated an improvised explosive device (IED), injuring an employee the National Directorate of Security.  No group claimed responsibility.","employee, Kabul, National Directorate, security, September",0,0,1,Yes,"Explosive, IED",Bombing,Yes,Kabol,No,Yes,18,Sep,9,2010
201010050,2-Jun-10,2010-06-02,"1 civilian killed by Taliban in Shah Juy, Zabol, Afghanistan",Afghanistan,AF,Shah Juy,"32.521110,67.415001","Shah Juy, Zabol, Afghanistan,",Islamic Extremist (Sunni),"On 2 June 2010, in Shah Juy, Zabol, Afghanistan, assailants attacked a group of private security guards by unknown means, killing one civilian.  The Taliban claimed responsibility.","private security, private security guards, security guards, Shah Juy, Zabol",1,0,0,Yes,Unknown,Unknown,Yes,Zabol,No,No,2,Jun,6,2010
201011683,13-Jul-10,2010-07-13,"3 soldiers, 5 contractors, 1 police officer killed, 3 police officers wounded in suicide VBIED and armed attacks by Taliban in Kandahar, Kandahar, Afghanistan",Afghanistan,AF,Kandahar,"31.612499,65.709442","Kandahar, Kandahar, Afghanistan,",Islamic Extremist (Sunni),"On 13 July 2010, at 9:30 PM, in Kandahar, Kandahar, Afghanistan, a suicide bomber detonated a vehicle-borne improvised explosive device (VBIED) targeting a police headquarters building, then other assailants threw grenades and fired rocket-propelled grenades (RPG) and small arms at the building, killing three North Atlantic Treaty Organization (NATO) soldiers, five civilian contractors, and one police officer; wounding three police officers; and damaging the police building.  The Taliban claimed responsibility.","building, civilian contractor, contractor, grenade, headquarters, headquarters building, Kandahar, NATO, North Atlantic Treaty Organization, police, police building, police headquarters, police headquarters building, propelled grenades, small arms",9,0,3,Yes,"Explosive, Firearm, Grenade, IED, RPG, Vehicle bomb","Armed Attack, Bombing, Suicide",Yes,Kandahar,No,Yes,13,Jul,7,2010
201014493,18-Sep-10,2010-09-18,"1 civilian killed, 8 others injured in mortar attack by suspected Taliban in Ajrestan, Ghazni, Afghanistan",Afghanistan,AF,Ajrestan,"33.511112,67.192497","Ajrestan, Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On 18 September 2010, in Ajrestan, Ghazni, Afghanistan, assailants fired a mortar at a residence, killing one civilian, injuring eight others, and damaging the residence.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","Ajrestan, Ghazni, mortar, residence, Taliban",1,0,8,Yes,Mortar/Artillery,Armed Attack,Yes,Ghazni,No,No,18,Sep,9,2010
201007973,12-Apr-10,2010-04-12,"2 children, 1 civilian killed, 2 children, 2 civilians wounded in mortar attack by suspected Taliban in Mahmud-e Raqi, Kapisa, Afghanistan",Afghanistan,AF,Mahmud-e Raqi,"35.009998,69.339996","Mahmud-e Raqi, Kapisa, Afghanistan,",Islamic Extremist (Sunni),"On 12 April 2010, in Mahmud-e Raqi, Kapisa, Afghanistan, assailants fired mortars at the district headquarters but missed, killing two civilians and one child, wounding two civilians and two children, and damaging several houses.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","child, children, district headquarters, headquarters, house, Kapisa, Mahmud",3,0,4,Yes,Mortar/Artillery,Armed Attack,Yes,Kapisa,No,No,12,Apr,4,2010
201011504,3-Jul-10,2010-07-03,"1 police officer killed, 2 others wounded in IED attack in Khash Rud, Nimruz, Afghanistan",Afghanistan,AF,Khash Rud,"31.153055,62.006668","Khash Rud, Nimruz, Afghanistan,",Islamic Extremist (Sunni),"On 3 July 2010, at about noon, in Khash Rud, Nimruz, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a police vehicle, killing one police officer, wounding two others, and damaging the vehicle.  No group claimed responsibility.","Khash Rud, Nimruz, noon, police, police vehicle, targeting, vehicle",1,0,2,Yes,"Explosive, IED",Bombing,Yes,Nimruz,No,Yes,3,Jul,7,2010
201009553,21-May-10,2010-05-21,"1 civilian wounded by suspected Taliban in Pasaband, Ghowr, Afghanistan",Afghanistan,AF,Pasaband,"33.689720,64.854164","Pasaband, Ghowr, Afghanistan,",Islamic Extremist (Sunni),"On 21 May 2010, in the evening, in Pasaband, Ghowr, Afghanistan, assailants attacked the district headquarters by unknown means, wounding one civilian.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","district headquarters, Ghowr, headquarters, means, Pasaband, unknown means",0,0,1,Yes,Unknown,Unknown,Yes,Ghowr,No,No,21,May,5,2010
201012340,23-Jul-10,2010-07-23,"Police officers targeted in armed attack in Teyvareh, Ghowr, Afghanistan",Afghanistan,AF,Teyvareh,"33.349998,64.416664","Tayvara, Ghowr, Afghanistan,",Islamic Extremist (Sunni),"On 23 July 2010, in Teyvareh, Ghowr, Afghanistan, assailants fired on a police patrol, causing no injuries or damage.  No group claimed responsibility.","Ghowr, July, patrol, police patrol, Teyvareh",0,0,0,Yes,Firearm,Armed Attack,Yes,Ghowr,No,No,23,Jul,7,2010
200912371,22-Dec-09,2009-12-22,"1 checkpoint damaged in Bakawa, Farah, Afghanistan",Afghanistan,AF,Bakawa,"32.500000,62.500000","Farah, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 December 2009, in Bakawa, Farah, Afghanistan, assailants attacked a police checkpoint by unknown means, damaging the checkpoint but causing no injuries.  No group claimed responsibility.","Bakawa, checkpoint, Farah, means, police checkpoint, unknown means",0,0,0,No,Unknown,Unknown,Yes,Farah,No,No,22,Dec,12,2009
201010686,30-Jun-10,2010-06-30,"1 fuel tanker destroyed in IED attack by Taliban in Samar Kheyl, Nangarhar, Afghanistan",Afghanistan,AF,Samar Kheyl,"34.374721,70.574997","Samar Khel, Nangarhar, Afghanistan,",Islamic Extremist (Sunni),"On 30 June 2010, in the morning, in Samar Kheyl, Nangarhar, Afghanistan, assailants detonated an improvised explosive device (IED), destroying a fuel tanker but causing no injuries.  The Taliban claimed responsibility.","fuel, fuel tanker, morning, Nangarhar, Taliban, tanker",0,0,0,No,"Explosive, IED",Bombing,Yes,Nangarhar,No,Yes,30,Jun,6,2010
201010767,7-Jun-10,2010-06-07,"District headquarters targeted in Yahya Khel, Paktika, Afghanistan",Afghanistan,AF,Yahya Khel,"32.416668,68.750000","Paktika, Afghanistan,",Islamic Extremist (Sunni),"On or about 7 June 2010, in Yahya Khel, Paktika, Afghanistan, assailants attacked the district headquarters by unknown means, causing no reported injuries or damage.  No group claimed responsibility.","district headquarters, headquarters, means, Paktika, unknown means, Yahya Khel",0,0,0,Yes,Unknown,Unknown,Yes,Paktika,No,No,7,Jun,6,2010
201006949,13-Mar-10,2010-03-13,"Unknown target in IED attack in Moqor, Badghis, Afghanistan",Afghanistan,AF,Moqor,"35.039444,63.291943","Moqor, Badghis, Afghanistan,",Islamic Extremist (Sunni),"On 13 March 2010, in Moqor, Badghis, Afghanistan, assailants detonated an improvised explosive device (IED) on a roadside, causing no injuries or damage.  No group claimed responsibility.","Afghanistan, Badghis, damage, March, Moqor, roadside",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Badghis,No,Yes,13,Mar,3,2010
201000692,23-Jan-10,2010-01-23,"1 civilian killed in armed attack in Pashtun Zarghun, Herat, Afghanistan",Afghanistan,AF,Pashtun Zarghun,"34.388889,62.432499","Pustin, Herat, Afghanistan,",Islamic Extremist (Sunni),"On 23 January 2010, in Pashtun Zarghun, Herat, Afghanistan, assailants fired on a civilian vehicle, killing one civilian and damaging the vehicle.  No group claimed responsibility.","civilian vehicle, Herat, Pashtun Zarghun, vehicle",1,0,0,Yes,Firearm,Armed Attack,Yes,Herat,No,No,23,Jan,1,2010
201008802,22-Apr-10,2010-04-22,"1 civilian kidnapped in Mazar-e Sharif, Balkh, Afghanistan",Afghanistan,AF,Mazar-e Sharif,"36.706944,67.112221","Mazar-e Sharif, Balkh, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 April 2010, in Mazar-e Sharif, Balkh, Afghanistan, assailants kidnapped one Belgian civilian.  On 29 April 2010, in the same area, the assailants safely released the victim.  No group claimed responsibility.","April, Balkh, Mazar, Sharif",0,1,0,Yes,Unknown,Kidnapping,Yes,Balkh,No,No,22,Apr,4,2010
201009257,16-May-10,2010-05-16,"1 private security guard killed, 2 others injured in IED attack in Syuri, Zabol, Afghanistan",Afghanistan,AF,Syuri,"32.250000,67.250000","Zabol, Afghanistan,",Islamic Extremist (Sunni),"On 16 May 2010, in Syuri, Zabol, Afghanistan, an improvised explosive device (IED) exploded when it was struck, killing one private security guard and injuring two others.  No group claimed responsibility.","private security, private security guards, security guards, Syuri, Zabol",1,0,2,Yes,"Explosive, IED",Bombing,Yes,Zabol,No,Yes,16,May,5,2010
201010742,7-Jun-10,2010-06-07,"District headquarters targeted in Jani Khalil, Paktia, Afghanistan",Afghanistan,AF,Jani Khalil,"33.491730,69.732224","Paktia, Afghanistan,",Islamic Extremist (Sunni),"On or about 7 June 2010, in Jani Khalil, Paktia, Afghanistan, assailants attacked the district headquarters by unknown means on five different occasions, causing no reported injuries or damage.  No group claimed responsibility.","district headquarters, headquarters, Jani Khalil, means, occasions, Paktia, unknown means",0,0,0,Yes,Unknown,Unknown,Yes,Paktia,No,No,7,Jun,6,2010
201009566,30-May-10,2010-05-30,"1 police vehicle damaged in IED attack by Taliban in Ghazni, Ghazni, Afghanistan",Afghanistan,AF,Ghazni,"33.550835,68.422501","Ghazni, Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On 30 May 2010, at 1:30 AM, in Pir Qarzdaran, Ghazni, Ghazni, Afghanistan, an improvised explosive device (IED) exploded when it was struck by a police vehicle, damaging the vehicle but causing no injuries.  The Taliban claimed responsibility.","Afghanistan, Ghazni, police vehicle, Taliban, vehicle",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Ghazni,No,Yes,30,May,5,2010
201012358,26-Jul-10,2010-07-26,"6 civilians, 1 contractor wounded in IED attack in Kandahar, Kandahar, Afghanistan",Afghanistan,AF,Kandahar,"31.612499,65.709442","Kandahar, Kandahar, Afghanistan,",Islamic Extremist (Sunni),"On 26 July 2010, in Kandahar, Kandahar, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a civilian vehicle, wounding six civilians and one contractor and damaging the vehicle.  No group claimed responsibility.","civilian vehicle, contractor, Kandahar, targeting, vehicle",0,0,7,Yes,"Explosive, IED",Bombing,Yes,Kandahar,No,Yes,26,Jul,7,2010
200911467,20-Dec-09,2009-12-20,"1 police officer killed in IED attack in Gereshk, Helmand, Afghanistan",Afghanistan,AF,Gereshk,"31.818890,64.564720","Gereshk, Helmand, Afghanistan,",Islamic Extremist (Sunni),"On 20 December 2009, in Gereshk, Helmand, Afghanistan, an improvised explosive device (IED) exploded when it was struck by a vehicle, killing a police officer and damaging the vehicle.  No group claimed responsibility.","Afghanistan, December, Gereshk, Helmand, vehicle",1,0,0,Yes,"Explosive, IED",Bombing,Yes,Helmand,No,Yes,20,Dec,12,2009
201013108,14-Aug-10,2010-08-14,"Police officers targeted in armed attack in Guzara, Herat, Afghanistan",Afghanistan,AF,Guzara,"34.500000,62.000000","Herat, Afghanistan,",Islamic Extremist (Sunni),"On 14 August 2010, in Guzara, Herat, Afghanistan, assailants fired on police officers driving in a vehicle, causing no injuries or damage.  No group claimed responsibility.","Afghanistan, August, damage, Guzara, Herat",0,0,0,Yes,Firearm,Armed Attack,Yes,Herat,No,No,14,Aug,8,2010
