ICN,Event_Type_List
201008771,Bombing
201008566,Bombing
201008495,Bombing
201008594,Bombing
201008561,Bombing
201008496,Bombing
201008605,Bombing
201008542,Bombing
201008595,Bombing
201008502,Bombing
201008490,Bombing
201008497,Bombing
201008119,Armed Attack
201008978,Armed Attack
201008201,Armed Attack
201008879,Armed Attack
201008555,Armed Attack
201008489,Armed Attack
201008593,Armed Attack
201007994,Armed Attack
201008356,Armed Attack
201007783,Armed Attack
201008865,Armed Attack
201008865, Assault
201008759,Assault
201008759, Kidnapping
201007782,Armed Attack
201007781,Armed Attack
201007780,Armed Attack
201007780, Bombing
201008105,Bombing
201008892,Assault
201008179,Unknown
201008552,Bombing
201008546,Bombing
201008301,Bombing
201008301, Near Miss/Non Attack Incident
201008393,Armed Attack
201008578,Armed Attack
201008392,Armed Attack
201008319,Armed Attack
201009530,Armed Attack
201007789,Armed Attack
201007790,Armed Attack
201008349,Arson/Firebombing
201007875,Armed Attack
201007784,Armed Attack
201007785,Bombing
201007785, Near Miss/Non Attack Incident
201008545,Bombing
201008551,Armed Attack
201008592,Unknown
201008277,Bombing
201008549,Armed Attack
201008549, Bombing
201008549, Kidnapping
201008431,Bombing
201008636,Bombing
201008477,Bombing
201008616,Bombing
201008632,Bombing
201008638,Bombing
201008633,Bombing
201008304,Bombing
201008487,Armed Attack
201008487, Kidnapping
201008657,Armed Attack
201008661,Armed Attack
201008664,Armed Attack
201008662,Armed Attack
201008398,Armed Attack
201008190,Armed Attack
201008727,Kidnapping
201008963,Armed Attack
201008206,Armed Attack
201008206, Kidnapping
201008205,Armed Attack
201008388,Kidnapping
201008308,Armed Attack
201008308, Near Miss/Non Attack Incident
201007788,Armed Attack
201008609,Armed Attack
201008134,Arson/Firebombing
201008134, Barricade/Hostage
201008658,Armed Attack
201008570,Armed Attack
201008570, Bombing
201008142,Arson/Firebombing
201008142, Assault
201008012,Armed Attack
201007797,Armed Attack
201008643,Bombing
201008579,Armed Attack
201008620,Armed Attack
201008619,Armed Attack
201008635,Armed Attack
201008834,Assault
201008637,Armed Attack
201008802,Kidnapping
201008482,Unknown
201008541,Bombing
201008589,Bombing
201008540,Bombing
201008401,Bombing
201008433,Bombing
201008678,Bombing
201008645,Bombing
201008648,Bombing
201008676,Bombing
201008338,Bombing
201008354,Bombing
201008481,Armed Attack
201008483,Armed Attack
201008322,Armed Attack
201008884,Armed Attack
201008020,Armed Attack
201008025,Armed Attack
201008005,Kidnapping
201007801,Armed Attack
201008337,Armed Attack
201008337, Assault
201008232,Arson/Firebombing
201009148,Arson/Firebombing
201009148, Vandalism
201008991,Armed Attack
201008668,Bombing
201008479,Unknown
201008929,Bombing
201008164,Bombing
201010055,Bombing
201008537,Bombing
201008695,Bombing
201008704,Bombing
201008334,Bombing
201007874,Bombing
201008472,Armed Attack
201008475,Armed Attack
201008965,Armed Attack
201008965, Near Miss/Non Attack Incident
201009988,Armed Attack
201008692,Armed Attack
201008691,Armed Attack
201008693,Armed Attack
201008688,Armed Attack
201007964,Armed Attack
201008314,Armed Attack
201008316,Armed Attack
201008317,Armed Attack
201008311,Armed Attack
201008473,Arson/Firebombing
201008111,Arson/Firebombing
201008717,Arson/Firebombing
201008717, Unknown
201008371,Armed Attack
201008286,Bombing
201008333,Bombing
201008333, Suicide
201008410,Assault
201008471,Unknown
201008536,Unknown
201008577,Unknown
201008150,Arson/Firebombing
201008150, Barricade/Hostage
201008268,Bombing
201008312,Bombing
201008355,Bombing
201008355, Suicide
201008696,Bombing
201008628,Bombing
201008622,Bombing
201008665,Bombing
201008698,Bombing
201008386,Bombing
201008406,Armed Attack
201008404,Armed Attack
201008415,Armed Attack
201008403,Armed Attack
201008343,Kidnapping
201008785,Armed Attack
201008878,Armed Attack
201007972,Barricade/Hostage
201008335,Armed Attack
201008341,Armed Attack
201008341, Kidnapping
201008591,Arson/Firebombing
201008591, Assault
201007880,Armed Attack
201007881,Armed Attack
201008837,Armed Attack
201008412,Other
201008714,Unknown
201008469,Bombing
201008470,Bombing
201008149,Bombing
201008391,Bombing
201008389,Bombing
201008559,Bombing
201008584,Bombing
201008586,Bombing
201008396,Bombing
201008293,Bombing
201008293, Suicide
201008346,Bombing
201008423,Armed Attack
201008397,Armed Attack
201009185,Armed Attack
201008122,Armed Attack
201008510,Armed Attack
201007873,Armed Attack
201008313,Armed Attack
201008451,Armed Attack
201008451, Assault
201008836,Arson/Firebombing
201008583,Arson/Firebombing
201008583, Unknown
201007981,Bombing
201008428,Armed Attack
201008685,Assault
201008685, Kidnapping
201008580,Unknown
201008533,Unknown
201008581,Unknown
201008535,Unknown
201009718,Kidnapping
201008091,Armed Attack
201008091, Bombing
201008091, Suicide
201008106,Bombing
201008109,Bombing
201008667,Bombing
201008773,Bombing
201008407,Bombing
201008439,Bombing
201008413,Bombing
201007841,Bombing
201007841, Suicide
201008107,Armed Attack
201008245,Armed Attack
201008553,Kidnapping
201008405,Armed Attack
201008399,Armed Attack
201008340,Armed Attack
201008037,Armed Attack
201008191,Armed Attack
201008144,Armed Attack
201008318,Armed Attack
201007870,Armed Attack
201008409,Armed Attack
201008859,Armed Attack
201007834,Armed Attack
201008790,Bombing
201008790, Near Miss/Non Attack Incident
201008856,Bombing
201008828,Bombing
201008828, Suicide
201008084,Armed Attack
201008211,Armed Attack
201008207,Kidnapping
201008104,Bombing
201008101,Bombing
201008103,Bombing
201008752,Bombing
201008763,Bombing
201008422,Bombing
201008418,Bombing
201008283,Bombing
201008180,Armed Attack
201008102,Armed Attack
201008092,Armed Attack
201008796,Armed Attack
201008796, Kidnapping
201008192,Armed Attack
201008902,Armed Attack
201008862,Armed Attack
201007868,Armed Attack
201007869,Armed Attack
201008146,Arson/Firebombing
201008146, Hijacking
201007957,Armed Attack
201008420,Bombing
201008096,Bombing
201008096, Suicide
201008339,Armed Attack
201008903,Assault
201008157,Kidnapping
201008157, Unknown
201008162,Unknown
201008882,Unknown
201008132,Kidnapping
201008133,Kidnapping
201008133, Unknown
201009725,Kidnapping
201008900,Unknown
201008934,Bombing
201008548,Bombing
201008177,Bombing
201008826,Bombing
201008492,Bombing
201008484,Bombing
201008563,Bombing
201008426,Bombing
201008430,Bombing
201008216,Bombing
201008218,Bombing
201008215,Bombing
201008217,Bombing
201008116,Armed Attack
201008819,Armed Attack
201008417,Armed Attack
201007867,Armed Attack
201009054,Armed Attack
201009054, Bombing
201009205,Arson/Firebombing
201008509,Arson/Firebombing
201008509, Vandalism
201009995,Armed Attack
201008511,Bombing
201008511, Suicide
201008194,Armed Attack
201008480,Armed Attack
201008195,Assault
201009086,Unknown
201008113,Bombing
201008115,Bombing
201008114,Bombing
201008117,Bombing
201008118,Bombing
201008442,Bombing
201008953,Bombing
201008435,Bombing
201008494,Bombing
201008957,Bombing
201008226,Bombing
201008223,Bombing
201008225,Bombing
201008204,Bombing
201007960,Bombing
201008769,Armed Attack
201008769, Kidnapping
201008750,Armed Attack
201008756,Armed Attack
201008822,Armed Attack
201008954,Armed Attack
201008562,Armed Attack
201008095,Kidnapping
201008095, Theft
201008794,Armed Attack
201008794, Kidnapping
201009846,Armed Attack
201008942,Kidnapping
201008942, Other
201011856,Arson/Firebombing
201009207,Arson/Firebombing
201009207, Unknown
201008120,Armed Attack
201008100,Armed Attack
201008437,Armed Attack
201008966,Kidnapping
201009087,Unknown
201009422,Bombing
201008757,Bombing
201008720,Armed Attack
201008720, Bombing
201008720, Suicide
201008797,Bombing
201008877,Bombing
201008898,Bombing
201008955,Bombing
201008956,Bombing
201008660,Bombing
201008659,Bombing
201008652,Bombing
201008755,Bombing
201008990,Bombing
201008857,Armed Attack
201008855,Armed Attack
201009462,Armed Attack
201009462, Kidnapping
201008952,Armed Attack
201012809,Armed Attack
201008721,Armed Attack
201008722,Armed Attack
201008049,Armed Attack
201008904,Armed Attack
201008653,Bombing
201009158,Armed Attack
201008901,Armed Attack
201016102,Assault
201016102, Kidnapping
201009270,Unknown
201008876,Unknown
201009726,Kidnapping
201008478,Bombing
201008731,Bombing
201008815,Bombing
201009002,Bombing
201008928,Bombing
201009001,Bombing
201009000,Bombing
201008669,Bombing
201008926,Bombing
201008798,Armed Attack
201009358,Armed Attack
201009247,Armed Attack
201009365,Armed Attack
201008930,Armed Attack
201008927,Armed Attack
201008672,Armed Attack
201008749,Armed Attack
201007961,Armed Attack
201009245,Arson/Firebombing
201009848,Arson/Firebombing
201008666,Armed Attack
201008666, Arson/Firebombing
201009626,Armed Attack
201009010,Armed Attack
201008935,Bombing
201009265,Armed Attack
201008854,Unknown
201008800,Unknown
201009044,Unknown
201009856,Bombing
201008949,Bombing
201008979,Bombing
201008948,Bombing
201008937,Bombing
201008945,Bombing
201008931,Bombing
201008838,Armed Attack
201008838, Kidnapping
201008850,Armed Attack
201008848,Armed Attack
201008950,Armed Attack
201008940,Armed Attack
201012269,Armed Attack
201008325,Armed Attack
201008325, Kidnapping
201008330,Armed Attack
201008464,Armed Attack
201008677,Armed Attack
201008677, Kidnapping
201009768,Armed Attack
201008369,Armed Attack
201008370,Armed Attack
201008760,Armed Attack
201009008,Armed Attack
201009249,Armed Attack
201008947,Armed Attack
201008946,Armed Attack
201008098,Armed Attack
201008368,Armed Attack
201008728,Bombing
201008728, Suicide
201008938,Bombing
201008804,Assault
201008870,Armed Attack
201008871,Armed Attack
201009244,Kidnapping
201009262,Kidnapping
201008872,Unknown
201009263,Unknown
201009212,Kidnapping
201009212, Theft
201009322,Unknown
201008680,Kidnapping
201009603,Unknown
201009604,Unknown
201009118,Bombing
201009003,Bombing
201008868,Bombing
201008845,Bombing
201008860,Bombing
201008807,Bombing
201008867,Bombing
201009432,Bombing
201009041,Bombing
201009042,Bombing
201008366,Bombing
201008812,Armed Attack
201008839,Armed Attack
201008808,Armed Attack
201009072,Armed Attack
201009484,Armed Attack
201009046,Armed Attack
201008683,Armed Attack
201009009,Armed Attack
201009009, Kidnapping
201009050,Armed Attack
201009005,Armed Attack
201008554,Armed Attack
201008379,Armed Attack
201009476,Armed Attack
201009476, Kidnapping
201008847,Arson/Firebombing
201008476,Arson/Firebombing
201008474,Arson/Firebombing
201009038,Bombing
201009252,Assault
201009083,Assault
201008806,Other
201009276,Kidnapping
201009276, Unknown
201009267,Unknown
201009157,Unknown
201009617,Unknown
201009393,Kidnapping
201008777,Armed Attack
201008777, Bombing
201008777, Near Miss/Non Attack Incident
201008777, Suicide
201009259,Bombing
201009048,Bombing
201009084,Bombing
201009085,Bombing
201009069,Bombing
201008780,Bombing
201008739,Bombing
201008373,Bombing
201008374,Bombing
201008817,Armed Attack
201009223,Armed Attack
201009721,Armed Attack
201008999,Armed Attack
201008999, Assault
201009065,Armed Attack
201009152,Armed Attack
201009063,Armed Attack
201008362,Kidnapping
201008148,Barricade/Hostage
201008148, Kidnapping
201008148, Theft
201008687,Armed Attack
201009078,Armed Attack
201009078, Barricade/Hostage
201009256,Armed Attack
201009197,Arson/Firebombing
201009154,Armed Attack
201009155,Armed Attack
201009261,Unknown
201009724,Kidnapping
201009730,Kidnapping
201009730, Theft
201009025,Bombing
201009089,Armed Attack
201008517,Bombing
201008758,Bombing
201008515,Bombing
201008512,Bombing
201009581,Bombing
201009339,Bombing
201009153,Bombing
201009341,Bombing
201009141,Bombing
201008347,Bombing
201009613,Armed Attack
201008514,Armed Attack
201008748,Armed Attack
201009139,Armed Attack
201008799,Armed Attack
201008774,Kidnapping
201009772,Armed Attack
201008427,Armed Attack
201009213,Armed Attack
201009213, Arson/Firebombing
201009213, Theft
201009020,Arson/Firebombing
201009119,Armed Attack
201008775,Armed Attack
201008365,Armed Attack
201009329,Assault
201009392,Assault
201008520,Unknown
201008516,Unknown
201008751,Kidnapping
201008751, Unknown
201009611,Kidnapping
201009727,Kidnapping
201009161,Bombing
201009159,Bombing
201008522,Bombing
201008521,Bombing
201009699,Bombing
201009610,Bombing
201009399,Bombing
201009379,Bombing
201009375,Bombing
201008809,Bombing
201008874,Bombing
201008766,Bombing
201009165,Armed Attack
201009170,Armed Attack
201009166,Armed Attack
201009183,Armed Attack
201008523,Armed Attack
201008524,Armed Attack
201008524, Theft
201009631,Armed Attack
201009519,Armed Attack
201009381,Armed Attack
201009496,Armed Attack
201009406,Armed Attack
201008348,Armed Attack
201008299,Armed Attack
201008351,Armed Attack
201008547,Armed Attack
201008776,Armed Attack
201008873,Armed Attack
201008888,Armed Attack
201008377,Armed Attack
201009691,Armed Attack
201009691, Arson/Firebombing
201009178,Armed Attack
201009303,Armed Attack
201008385,Armed Attack
201009493,Armed Attack
201009493, Assault
201009425,Arson/Firebombing
201009437,Arson/Firebombing
201009174,Arson/Firebombing
201009174, Assault
201008703,Bombing
201009371,Bombing
201009163,Armed Attack
201008519,Armed Attack
201009695,Unknown
201009693,Unknown
201009689,Hijacking
201009182,Kidnapping
201009697,Unknown
201009164,Unknown
201009186,Unknown
201009030,Unknown
201009346,Kidnapping
201009395,Kidnapping
201008525,Bombing
201008718,Bombing
201008532,Bombing
201008532, Near Miss/Non Attack Incident
201009492,Bombing
201009427,Bombing
201009413,Bombing
201009495,Bombing
201008297,Bombing
201008821,Bombing
201008784,Bombing
201008880,Bombing
201008768,Bombing
201008764,Bombing
201008372,Bombing
201008526,Armed Attack
201009134,Armed Attack
201009294,Armed Attack
201009424,Armed Attack
201008353,Armed Attack
201008816,Armed Attack
201009745,Armed Attack
201009418,Armed Attack
201008610,Armed Attack
201008384,Armed Attack
201009585,Armed Attack
201008818,Armed Attack
201008783,Armed Attack
201008767,Assault
201008539,Assault
201008539, Kidnapping
201009272,Unknown
201009408,Unknown
201009430,Bombing
201009588,Bombing
201009464,Bombing
201008786,Bombing
201008883,Bombing
201009779,Bombing
201008820,Bombing
201008824,Bombing
201009273,Armed Attack
201009568,Armed Attack
201009469,Armed Attack
201009376,Armed Attack
201008881,Arson/Firebombing
201008357,Armed Attack
201008911,Armed Attack
201008380,Armed Attack
201009583,Armed Attack
201008701,Armed Attack
201009352,Armed Attack
201009402,Assault
201009589,Kidnapping
201009587,Kidnapping
201010333,Kidnapping
201009645,Kidnapping
201008729,Kidnapping
201009345,Unknown
201009601,Bombing
201008528,Bombing
201008529,Bombing
201009678,Bombing
201009878,Bombing
201009853,Bombing
201009765,Bombing
201009843,Bombing
201009845,Bombing
201009661,Bombing
201009879,Bombing
201009733,Bombing
201009677,Bombing
201009877,Bombing
201009762,Bombing
201009773,Bombing
201009896,Bombing
201009663,Bombing
201009683,Bombing
201009876,Bombing
201009764,Bombing
201008251,Bombing
201008243,Bombing
201009304,Bombing
201009751,Bombing
201009761,Armed Attack
201009790,Armed Attack
201009666,Armed Attack
201009750,Armed Attack
201009766,Armed Attack
201009920,Armed Attack
201009900,Armed Attack
201008450,Armed Attack
201008670,Kidnapping
201008700,Armed Attack
201008607,Armed Attack
201008250,Armed Attack
201009318,Armed Attack
201009318, Near Miss/Non Attack Incident
201009277,Arson/Firebombing
201009277, Theft
201008690,Armed Attack
201008234,Armed Attack
201008383,Armed Attack
201009849,Bombing
201009760,Bombing
201009759,Bombing
201009746,Bombing
201009735,Bombing
201009883,Bombing
201008455,Bombing
201008530,Armed Attack
201008606,Armed Attack
201009614,Assault
201008284,Assault
201009615,Kidnapping
201009616,Unknown
201008719,Unknown
201009680,Kidnapping
201009124,Bombing
201009123,Bombing
201012428,Bombing
201009811,Bombing
201009892,Bombing
201008885,Bombing
201009901,Armed Attack
201009812,Armed Attack
201008564,Armed Attack
201008646,Armed Attack
201008596,Arson/Firebombing
201009255,Armed Attack
201008747,Arson/Firebombing
201008634,Armed Attack
201009143,Armed Attack
201009775,Bombing
201009775, Suicide
201009016,Armed Attack
201008975,Other
201008917,Unknown
201008977,Unknown
201008733,Kidnapping
201008741,Kidnapping
201009819,Armed Attack
201009819, Bombing
201008983,Bombing
201009012,Bombing
201009019,Bombing
201009011,Bombing
